"",latitude,longitude,station_id,name,popularity,rating,price,distance,fsq_id
58,49.259183,-123.120126,625a2ad202275c8e2be3ce868e85b105,Jugo Juice Broadway Station,NaN,NaN,NaN,589,53372ea213dd4cc8af5ee858
59,49.263837,-123.105173,6c0de983fb47a3439a9e3c36a3d15804,Rogue Kitchen & Wetbar,0.982484,8.2,3.0,913,4f60fc8be4b0a9d090a1f850
60,49.270721,-123.146175,92c9e62c0b42adf4759c430009d3987a,JUSU Bar,0.588778,NaN,1.0,96,595e5e962be425495abccf36
61,49.265605,-123.152566,51e4d3731aebbf9c3186f310a08de6c8,Mimi's Burgers,NaN,NaN,2.0,359,47ad89e345a043b444686fba
62,49.267222,-123.153157,826af7eee4ce28b6fa4b4f0211305792,Black Metal West,0.133310,NaN,NaN,415,5a28b128840fc22e9a589317
63,49.262255,-123.126217,4cb84c9a3743287019ae00ceef9a1cd3,Speakeasy Bar & Grill,0.934601,NaN,1.0,185,58f57305d7627e4743d2ccd5
64,49.257654,-123.153212,56fef9ba0af67a4ff3e661a8e02c0b08,Manchester Public House Inc,0.851344,5.2,1.0,748,4da64682a86ecc5168cc7385
65,49.259190,-123.148268,c81f75a80312c51ceaef1304beac1990,Frank's Barber Shop,0.902882,NaN,NaN,727,4c51e7b99426c92832ed8674
66,49.257410,-123.148531,afacb2133f2462aba7748cc21b71c788,Manchester Public House Inc,0.851344,5.2,1.0,717,4da64682a86ecc5168cc7385
67,49.285953,-123.124066,a9f0b06d07f89b75e92c0cf686223aea,Steamworks Brewing Co,0.998420,8.5,2.0,919,4aa6bc27f964a520df4a20e3
68,49.280881,-123.130672,686b314a6c3348efd2297d6b3dfed1a7,Notch8 Restaurant,0.989738,7.9,NaN,807,553bdde9498e4eca654a36d3
69,49.256845,-123.120071,0d1b5c62f8d22e3650811df55596e25b,Jack the Hair Co. For Guys,NaN,NaN,NaN,420,82917ac2e6b44cfa103bf2a0
